question_number,unit_number,chapter_number,question,choice_a,choice_b,choice_c,choice_d,answer
113,ます,1,読む,読みます,読まます,読もます,読みません,A
114,ます,2,書く,書かます,書きます,書けます,書くます,B
115,ます,2,食べる,食ばます,食びます,食ばます,食べます,D
116,ます,2,飲む,飲もます,飲みます,飲めます,飲まます,B
117,ます,2,寝る,寝ます,寝めます,寝みます,寝みす,A
118,ます,2,起きる,起きます,起かます,起けます,起こます,A
119,ます,2,する,しみます,さます,します,せます,C
120,ます,2,勉強する,勉強そます,勉強せます,勉強さます,勉強します,D
121,ます,2,働く,働かます,働きます,働けます,働くます,B
122,ます,3,休む,休もます,休めます,休みます,休まます,C
123,ます,3,会う,会おます,会えます,会います,会あます,C
124,ます,3,買う,買おます,買います,買あます,買えます,B
125,ます,3,売る,売ります,売らます,売ろます,売らます,A
126,ます,3,作る,作らます,作ります,作ろます,作れます,B
127,ます,3,使う,使えます,使あます,使おます,使います,D
128,ます,3,泳ぐ,泳じます,泳げます,泳ぎます,泳がます,C
129,ます,3,遊ぶ,遊ばます,遊びます,遊べます,遊ぽます,B
130,ます,3,歌う,歌おます,歌います,歌あます,歌かます,B
131,ます,3,待つ,待ちます,待ちゃます,待きます,待います,A
132,ます,3,立つ,立あます,立こます,立ちます,立います,C
133,ます,4,座る,座れます,座ろます,座らます,座ります,D
134,ます,4,歩く,歩けます,歩こます,歩かます,歩きます,D
135,ます,4,走る,走れます,走ろます,走ります,走らます,C
136,ます,4,入る,入らます,入ります,入れます,入ろます,B
137,ます,4,出る,出ます,出めす,出でます,出めます,A
138,ます,4,開ける,開かます,開けます,開かます,開こます,B
139,ます,4,開く,開かます,開こます,開きます,開けます,C
140,ます,4,閉める,閉もます,閉まます,閉めます,閉みます,C
141,ます,4,閉まる,閉まらます,閉まります,閉まれます,閉まろます,B
142,ます,5,見せる,見せます,見さます,見そます,見すます,A
143,ます,5,貸す,貸すます,貸そます,貸さます,貸します,D
144,ます,5,借りる,借れます,借ろます,借らます,借ります,D
145,ます,5,教える,教えます,教おます,教うます,教います,A
146,ます,5,習う,習あます,習います,習うます,習えます,B
147,ます,5,分かる,分かろます,分かれます,分からます,分かります,D
148,ます,5,分ける,分かます,分けます,分こます,分らます,B
149,ます,5,忘れる,忘れます,忘ります,忘ろます,忘るます,A
150,ます,5,覚える,覚います,覚あます,覚えます,覚おます,C
151,ます,5,要る,いれます,いろます,いります,いらます,C
152,ます,6,置く,置きます,置かます,置こます,置こます,A
153,ます,6,切る,切ります,切らます,切れます,切ろます,A
154,ます,6,消す,消さます,消します,消せます,消すます,B
155,ます,6,消える,消おます,消えます,消あます,消うます,B
156,ます,6,押す,押さます,押せます,押します,押すます,C
157,ます,6,引く,引きます,引くます,引くます,引かます,A
158,ます,6,乗る,乗らます,乗ります,乗れます,乗るます,B
159,ます,6,降りる,降れます,降ります,降ろます,降らます,B
160,ます,6,着る,着ます,着ります,着らます,着れます,A
161,ます,6,脱ぐ,脱がます,脱げます,脱ぎます,脱ごます,C
162,ます,7,洗う,洗います,洗うます,洗おます,洗らます,A
163,ます,7,掃除する,掃除さる,掃除する,掃除すます,掃除します,D
164,ます,7,洗濯する,洗濯さます,洗濯します,洗濯すます,洗濯せます,B
165,ます,7,晴れる,晴らます,晴るます,晴れます,晴ります,C
166,ます,7,降る,降らます,降ります,降るます,降るます,B
167,ます,7,いる（要る）,いります,います,いらます,いろます,A
168,ます,7,始まる,始まらます,始みります,始まります,始まらます,C
169,ます,7,終わる,終わります,終わらます,終わるます,終わろます,A
170,ます,7,返す,返すます,返すります,返します,返さます,C
171,ます,7,帰る,帰らます,帰ります,帰るます,帰ろます,B
172,ます,8,撮る,撮ります,撮らます,撮ろます,撮れます,A
173,ます,8,取る,取ろます,取るます,取らます,取ります,D
174,ます,8,持つ,持ずます,持ちます,持じゅます,持ぞます,B
175,ます,8,持って行く,持っと行きます,持った行きます,持って行きます,持って行もきます,C
176,ます,8,持って来る,持っと来ます,持って来ます,持った来ます,持っつ来ます,B
177,ます,8,分かれる,分かるます,分かります,分からます,分かれます,D
178,ます,8,困る,困れます,困ろます,困ります,困らます,C
179,ます,8,死ぬ,死ねます,死にます,死にねます,死えにます,B
180,ます,8,曲がる,曲がらます,曲がれます,曲ごります,曲がります,D
181,ます,8,開ける,開れます,開けくます,開けます,開きます,C
182,ます,8,閉める,閉めます,閉めみます,閉めまます,閉もます,A
183,ます,9,押す,押します,押すます,押すします,押せます,A
184,ます,9,鳴く,鳴ききます,鳴きます,鳴かます,鳴きかきます,B
185,ます,9,笑う,笑ます,笑います,笑うます,笑あます,B
186,ます,9,泣く,泣きます,泣じます,泣かます,泣きけます,A
187,ます,9,探す,探すます,探せます,探さます,探します,D
188,ます,9,住む,住みみます,住みます,住むます,住めます,B
189,ます,9,吸う,吸えます,吸いいます,吸います,吸ます,C
190,ます,9,使う,使います,使ます,使えます,使おます,A
191,ます,9,聞こえる,聞こうます,聞こいます,聞こえます,聞こます,C
192,ます,9,見える,見うます,見うます,見います,見えます,D
193,ます,10,立てる,立ています,立てます,立てうます,立ておます,B
194,ます,10,入れる,入れうます,入れいます,入れます,入ります,C
195,ます,10,出す,出せます,出すます,出します,出さます,C
196,ます,10,消す,消します,消さます,消せます,消すます,A
197,ます,10,見つける,見ちけます,見つかます,見つきます,見つけます,D
198,ます,10,かかる,かからます,かかります,かかるます,かかろます,B
199,ます,10,要る,いれます,いうます,いります,いらます,C
200,ます,10,頑張る,頑張れます,頑張ります,頑張るます,頑張らます,B
201,ます,10,練習する,練習します,練習すます,練習せます,練習さます,A
202,ます,10,散歩する,散歩さます,散歩せます,散歩すます,散歩します,D
203,ます,11,結婚する,結婚すます,結婚そます,結婚します,結婚せます,C
204,ます,11,旅行する,旅行すます,旅行さます,旅行せます,旅行します,D
205,ます,11,有る,あれます,あります,あらます,あるます,B
206,ます,11,成る,なろます,ならます,なります,なれます,C
207,て,1,ある,あて,あって,あんで,あえて,B
208,て,1,いる,いんで,いえて,いて,いって,C
209,て,1,行く,行って,行て,行えて,行んで,A
210,て,1,来る,来て,来いて,来って,来んで,A
211,て,1,帰る,帰て,帰って,帰いて,帰んで,B
212,て,1,見る,見んで,見って,見て,見いて,C
213,て,1,聞く,聞んで,聞って,聞て,聞いて,D
214,て,1,話す,話いて,話って,話して,話んで,C
215,て,1,言う,言えて,言いて,言って,言んで,C
216,て,1,読む,読って,読で,読んて,読んで,D
217,て,2,書く,書いて,書んで,書って,書て,A
218,て,2,食べる,食んで,食べて,食いて,食って,B
219,て,2,飲む,飲んで,飲んで,飲んで,飲んで,A
220,て,2,寝る,寝て,寝って,寝いて,寝んで,A
221,て,2,起きる,起きんで,起きって,起きいて,起きて,D
222,て,2,する,しんで,しって,して,しいて,C
223,て,2,勉強する,勉強しって,勉強しんで,勉強して,勉強しいて,C
224,て,2,働く,働いって,働いて,働いんで,働いで,B
225,て,3,休む,休んで,休んっで,休んして,休んて,A
226,て,3,会う,会て,会って,会っで,会いて,B
227,て,3,買う,買いて,買いって,買って,買いんで,C
228,て,3,売る,売いて,売って,売て,売んて,B
229,て,3,作る,作って,作いて,作て,作んて,A
230,て,3,使う,使いて,使て,作んて,使って,D
231,て,3,泳ぐ,泳いて,泳で,泳いで,泳っで,C
232,て,3,遊ぶ,遊て,遊んで,遊で,遊っで,B
233,て,3,歌う,歌て,歌って,歌んで,歌いて,B
234,て,3,待つ,待って,待て,待いて,待んで,A
235,て,3,立つ,立いて,立って,立て,立んで,B
236,て,4,座る,座いて,座て,座って,座んで,C
237,て,4,歩く,歩て,歩いて,歩って,歩んで,B
238,て,4,走る,走て,走いて,走って,走んで,C
239,て,4,入る,入て,入んで,入いて,入って,D
240,て,4,出る,出て,出いて,出んで,出って,A
241,て,4,開ける,開けいて,開けて,開けんで,開けって,B
242,て,4,開く,開て,開いて,開って,開んで,C
243,て,4,閉める,閉って,閉めんで,閉めて,閉めって,C
244,て,4,閉まる,閉まいて,閉まって,閉まんで,閉まて,B
245,て,5,見せる,見せって,見せて,見せんで,見せいて,B
246,て,5,貸す,貸して,貸しって,貸しんで,貸しいて,A
247,て,5,借りる,借りいて,借りんで,借りって,借りて,D
248,て,5,教える,教えいて,教えんで,教えって,教えて,D
249,て,5,習う,習って,習いて,習て,習んで,A
250,て,5,分かる,分かて,分かって,分かいて,分かんで,B
251,て,5,分ける,分けて,分けって,分けんで,分けいて,A
252,て,5,忘れる,忘れって,忘れいて,忘れて,忘れんで,C
253,て,5,覚える,覚えんで,覚えいて,覚えて,覚えって,C
254,て,5,要る,要んで,要いて,要て,要って,D
255,て,6,置く,置いて,置て,置んで,置いって,A
256,て,6,切る,切て,切って,切んで,切いて,B
257,て,6,消す,消しんで,消して,消しいて,消しって,B
258,て,6,消える,消えんで,消えいて,消えて,消えって,C
259,て,6,押す,押んで,押しいて,押して,押しって,C
260,て,6,引く,引いて,引て,引って,引んで,A
261,て,6,乗る,乗んで,乗って,乗て,乗いて,B
262,て,6,降りる,降りんで,降りいて,降りて,降りって,C
263,て,6,着る,着いて,着て,着んで,着って,B
264,て,6,脱ぐ,脱って,脱て,脱いて,脱いで,D
265,て,7,洗う,洗んで,洗いて,洗て,洗って,D
266,て,7,掃除する,掃除して,掃除しいて,掃除て,掃除しいて,A
267,て,7,洗濯する,洗濯しって,洗濯して,洗濯て,洗濯んで,B
268,て,7,晴れる,晴れって,晴れて,晴れんで,晴れいて,B
269,て,7,降る,降いて,降て,降って,降んで,C
270,て,7,いる（要る）,いっで,いんで,いて,いって,D
271,て,7,始まる,始まて,始まって,始まいて,始まんで,B
272,て,7,終わる,終わって,終わて,終わんて,終わいて,A
273,て,7,返す,返しいて,返しって,返して,返んで,C
274,て,7,帰る,帰て,帰んて,帰って,帰いて,C
275,て,8,撮る,撮って,撮て,撮いて,撮んで,A
276,て,8,取る,取って,取て,取いて,取んで,A
277,て,8,持つ,持んで,持て,持いて,持って,D
278,て,8,持って行く,持って行いて,持って行んで,持って行って,持って行て,C
279,て,8,持って来る,持って来って,持って来て,持って来いて,持って来んで,B
280,て,8,分かれる,分かれて,分かれって,分かれんで,分かれいて,A
281,て,8,困る,困んで,困って,困て,困いて,B
282,て,8,死ぬ,死って,死て,死んで,死いて,C
283,て,8,曲がる,曲がんで,曲がいて,曲がて,曲がって,D
284,て,8,開ける,開けて,開けって,開けんで,開けいて,A
285,て,8,閉める,閉めって,閉めて,閉めいて,閉めんで,B
286,て,9,押す,押いて,押しんで,押して,押しって,C
287,て,9,鳴く,鳴んで,鳴って,鳴て,鳴いて,D
288,て,9,笑う,笑て,笑いて,笑って,笑んで,C
289,て,9,泣く,泣て,泣いて,泣って,泣んで,B
290,て,9,探す,探して,探て,探しって,探しんで,A
291,て,9,住む,住んて,住んで,住んって,住んして,B
292,て,9,吸う,吸て,吸いて,吸って,吸んで,C
293,て,9,使う,使いて,使て,使って,使んで,C
294,て,9,聞こえる,聞こえんで,聞こえいて,聞こえって,聞こえて,D
295,て,9,見える,見えいて,見えって,見えて,見えんで,C
296,て,10,立てる,立てって,立てて,立ていて,立てんで,B
297,て,10,入れる,入れて,入れって,入れんで,入れいて,A
298,て,10,出す,出して,出しって,出て,出いて,A
299,て,10,消す,消いて,消って,消して,消て,C
300,て,10,見つける,見つけいて,見つけって,見つけて,見つけして,C
301,て,10,かかる,かかんで,かかいて,かかて,かかって,D
302,て,10,要る,要って,要て,要いて,要して,A
303,て,10,頑張る,頑張て,頑張って,頑張んで,頑張いて,B
304,て,10,練習する,練習って,練習しいて,練習して,練習て,C
305,て,10,散歩する,散歩して,散歩いて,散歩んで,散歩んで,A
306,て,11,結婚する,結婚しって,結婚して,結婚いて,結婚しんで,B
307,て,11,旅行する,旅行しって,旅行して,旅行いて,旅行んで,B
308,て,11,有る,有いて,有んで,有て,有って,D
309,て,11,成る,成って,成て,成いて,成んで,A
310,た,1,ある,あてた,あった,あんだ,あえた,B
311,た,1,いる,いんだ,いえた,いた,いった,C
312,た,1,行く,行った,行てた,行えた,行んだ,A
313,た,1,来る,来た,来いた,来った,来んだ,A
314,た,1,帰る,帰てた,帰った,帰いた,帰んだ,B
315,た,1,見る,見んだ,見った,見た,見いた,C
316,た,1,聞く,聞んだ,聞った,聞てた,聞いた,D
317,た,1,話す,話いた,話った,話した,話んだ,C
318,た,1,言う,言えた,言いた,言った,言んだ,C
319,た,1,読む,読った,読でた,読んた,読んだ,D
320,た,2,書く,書いた,書んだ,書った,書てた,A
321,た,2,食べる,食んだ,食べた,食いた,食った,B
322,た,2,飲む,飲んだ,飲んだ,飲んだ,飲んだ,A
323,た,2,寝る,寝た,寝った,寝いた,寝んだ,A
324,た,2,起きる,起きんだ,起きった,起きいた,起きた,D
325,た,2,する,しんだ,しった,した,しいた,C
326,た,2,勉強する,勉強しった,勉強しんだ,勉強した,勉強しいた,C
327,た,2,働く,働いって,働いた,働いんだ,働いだ,B
328,た,3,休む,休んだ,休んった,休んした,休んてた,A
329,た,3,会う,会んた,会った,会た,会いた,B
330,た,3,買う,買いた,買いった,買った,買んだ,C
331,た,3,売る,売いた,売った,売てた,売んた,B
332,た,3,作る,作った,作いた,作てた,作んた,A
333,た,3,使う,使いた,使てた,作んた,使った,D
334,た,3,泳ぐ,泳いた,泳でた,泳いだ,泳った,C
335,た,3,遊ぶ,遊てた,遊んだ,遊でた,遊った,B
336,た,3,歌う,歌てた,歌った,歌んだ,歌いた,B
337,た,3,待つ,待った,待てた,待いた,待んだ,A
338,た,3,立つ,立いた,立った,立てた,立んだ,B
339,た,4,座る,座いた,座てた,座った,座んだ,C
340,た,4,歩く,歩てた,歩いた,歩った,歩んだ,B
341,た,4,走る,走てた,走いた,走った,走んだ,C
342,た,4,入る,入てた,入んだ,入いた,入った,D
343,た,4,出る,出た,出いた,出んだ,出った,A
344,た,4,開ける,開けいた,開けた,開けんだ,開けった,B
345,た,4,開く,開てた,開いた,開った,開んだ,C
346,た,4,閉める,閉った,閉めんだ,閉めた,閉めった,C
347,た,4,閉まる,閉まいた,閉まった,閉まんだ,閉まてた,B
348,た,5,見せる,見せった,見せた,見せんだ,見せいた,B
349,た,5,貸す,貸した,貸しった,貸しんだ,貸しいた,A
350,た,5,借りる,借りいた,借りんだ,借りった,借りた,D
351,た,5,教える,教えいた,教えんだ,教えった,教えた,D
352,た,5,習う,習った,習いた,習てた,習んだ,A
353,た,5,分かる,分かてた,分かった,分かいた,分かんだ,B
354,た,5,分ける,分けた,分けった,分けんだ,分けいた,A
355,た,5,忘れる,忘れった,忘れいた,忘れた,忘れんだ,C
356,た,5,覚える,覚えんだ,覚えいた,覚えた,覚えった,C
357,た,5,要る,要んだ,要いた,要てた,要った,D
358,た,6,置く,置いた,置てた,置んだ,置いった,A
359,た,6,切る,切てた,切った,切んだ,切いた,B
360,た,6,消す,消しんだ,消した,消しいた,消しった,B
361,た,6,消える,消えんだ,消えいた,消えた,消えった,C
362,た,6,押す,押んだ,押いいた,押した,押した,C
363,た,6,引く,引いた,引てた,引った,引んだ,A
364,た,6,乗る,乗んだ,乗った,乗てた,乗いた,B
365,た,6,降りる,降りんだ,降りいた,降りた,降りった,C
366,た,6,着る,着いた,着た,着んだ,着った,B
367,た,6,脱ぐ,脱った,脱てた,脱いた,脱いだ,D
368,た,7,洗う,洗んだ,洗いた,洗てた,洗った,D
369,た,7,掃除する,掃除した,掃除しいた,掃除てた,掃除しいた,A
370,た,7,洗濯する,洗濯しった,洗濯した,洗濯てた,洗濯んだ,B
371,た,7,晴れる,晴れった,晴れた,晴れんだ,晴れいた,B
372,た,7,降る,降いた,降てた,降った,降んだ,C
373,た,7,いる（要る）,いっだ,いんだ,いた,いった,D
374,た,7,始まる,始まてた,始まった,始まいた,始まんだ,B
375,た,7,終わる,終わった,終わてた,終わんだ,終わいた,A
376,た,7,返す,返しいた,返しった,返した,返んだ,C
377,た,7,帰る,帰てた,帰んだ,帰った,帰いた,C
378,た,8,撮る,撮った,撮てた,撮いた,撮んだ,A
379,た,8,取る,取った,取てた,取いた,取んだ,A
380,た,8,持つ,持んだ,持てた,持いた,持った,D
381,た,8,持って行く,持って行いた,持って行んだ,持って行った,持って行てた,C
382,た,8,持って来る,持って来た,持って来った,持って来いた,持って来んだ,B
383,た,8,分かれる,分かれた,分かれった,分かれんだ,分かれいた,A
384,た,8,困る,困んだ,困った,困てた,困いた,B
385,た,8,死ぬ,死った,死てた,死んだ,死いた,C
386,た,8,曲がる,曲がんだ,曲がいた,曲がてた,曲がった,D
387,た,8,開ける,開けた,開けった,開けんだ,開けいた,A
388,た,8,閉める,閉めった,閉めた,閉めいた,閉めんだ,B
389,た,9,押す,押いた,押しんだ,押した,押しった,C
390,た,9,鳴く,鳴んだ,鳴った,鳴てた,鳴いた,D
391,た,9,笑う,笑てた,笑いた,笑った,笑んだ,C
392,た,9,泣く,泣てた,泣いた,泣った,泣んだ,B
393,た,9,探す,探した,探てた,探しった,探しんだ,A
394,た,9,住む,住んた,住んだ,住んった,住んした,B
395,た,9,吸う,吸てた,吸いた,吸った,吸んだ,C
396,た,9,使う,使いた,使てた,使った,使んだ,C
397,た,9,聞こえる,聞こえんだ,聞こえいた,聞こえった,聞こえた,D
398,た,9,見える,見えいた,見えった,見えた,見えんだ,C
399,た,10,立てる,立てった,立てた,立ていた,立てんだ,B
400,た,10,入れる,入れた,入れった,入れんだ,入れいた,A
401,た,10,出す,出した,出しった,出てた,出いた,A
402,た,10,消す,消いた,消った,消した,消てた,C
403,た,10,見つける,見つけいた,見つけった,見つけた,見つけした,C
404,た,10,かかる,かかんだ,かかいた,かかてた,かかった,D
405,た,10,要る,いった,要てた,要いた,要した,A
406,た,10,頑張る,頑張てた,頑張った,頑張んだ,頑張いた,B
407,た,10,練習する,練習った,練習しいた,練習した,練習てた,C
408,た,10,散歩する,散歩した,散歩いた,散歩んだ,散歩んだ,A
409,た,11,結婚する,結婚しった,結婚した,結婚いた,結婚しんだ,B
410,た,11,旅行する,旅行しった,旅行した,旅行いた,旅行んだ,B
411,た,11,有る,有いた,有んだ,有てた,有った,D
412,た,11,成る,なった,成てた,成いた,成んだ,A
413,ない,1,ある,あるない,ない,あらない,ありない,B
414,ない,1,いる,いらない,いりない,いない,いるない,C
415,ない,1,行く,行きない,行かない,行けない,行こない,B
416,ない,1,来る,来ない,来れない,来らない,来るない,A
417,ない,1,見る,見えなない,見まない,見ない,見らない,C
418,ない,1,食べる,食べまない,食べない,食べらない,食べるない,B
419,ない,1,飲む,飲めない,飲まない,飲みない,飲もなない,B
420,ない,1,寝る,寝えなない,寝まない,寝らない,寝ない,D
421,ない,1,する,すらない,するない,しない,せない,C
422,ない,1,勉強する,勉強すらない,勉強しない,勉強せない,勉強するない,B
423,ない,2,働く,働こない,働きない,働かない,働けない,C
424,ない,2,会う,会えない,会わない,会おない,会いない,B
425,ない,2,買う,買わない,買おない,買えない,買いない,A
426,ない,2,売る,売ろなない,売れない,売らない,売りない,C
427,ない,2,使う,使いない,使まない,使えない,使わない,D
428,ない,2,泳ぐ,泳ぎない,泳がない,泳げない,泳ごなない,B
429,ない,2,待つ,待てない,待つない,待たない,待ちない,C
430,ない,2,立つ,立となない,立ちない,立てない,立たない,D
431,ない,3,座る,座れない,座ろない,座りない,座らない,D
432,ない,3,走る,走ろない,走らない,走りない,走れない,B
433,ない,3,出る,出まない,出らない,出えなない,出ない,D
434,ない,3,開ける,開けるない,開けまない,開けらない,開けない,D
435,ない,3,閉める,閉めえなない,閉めない,閉めまない,閉めらない,B
436,ない,3,閉まる,閉まりない,閉まろなない,閉まれない,閉まらない,D
437,ない,3,貸す,貸さない,貸せない,貸しなない,貸そない,A
